,hero_id,level,ability_id,rate
89,106,20,right,3.76
90,106,21,right,1.53
91,106,21,left,1.22
92,106,21,special_bonus_attributes,0.81
93,106,21,ember_spirit_fire_remnant,0.1
94,106,22,right,1.22
95,106,22,special_bonus_attributes,0.61
96,106,22,left,0.1
97,106,23,left,0.81
98,106,23,ember_spirit_fire_remnant,0.2
99,106,23,special_bonus_attributes,0.31
100,106,24,ember_spirit_fire_remnant,0.31
101,106,25,right,0.31
102,7,1,earthshaker_enchant_totem,70.07
103,7,1,earthshaker_fissure,29.58
104,7,1,earthshaker_aftershock,0.35
105,7,2,earthshaker_aftershock,73.32
106,7,2,earthshaker_enchant_totem,24.48
107,7,2,earthshaker_fissure,2.2
108,7,3,earthshaker_enchant_totem,65.66
109,7,3,earthshaker_aftershock,29.12
110,7,3,earthshaker_fissure,5.22
111,7,4,earthshaker_aftershock,47.56
112,7,4,earthshaker_fissure,39.33
113,7,4,earthshaker_enchant_totem,13.11
114,7,5,earthshaker_enchant_totem,57.66
115,7,5,earthshaker_fissure,15.55
116,7,5,earthshaker_aftershock,26.57
117,7,5,earthshaker_echo_slam,0.12
118,7,6,earthshaker_echo_slam,98.61
119,7,6,earthshaker_fissure,0.93
120,7,6,earthshaker_aftershock,0.23
121,7,6,earthshaker_enchant_totem,0.12
122,7,7,earthshaker_enchant_totem,46.75
123,7,7,earthshaker_fissure,15.78
124,7,7,earthshaker_aftershock,36.89
125,7,7,earthshaker_echo_slam,0.23
126,7,8,earthshaker_fissure,15.78
127,7,8,earthshaker_enchant_totem,25.41
128,7,8,earthshaker_aftershock,57.42
129,7,8,earthshaker_echo_slam,0.7
130,7,9,earthshaker_aftershock,63.57
131,7,9,earthshaker_enchant_totem,21.81
132,7,9,earthshaker_fissure,13.69
133,7,9,earthshaker_echo_slam,0.23
134,7,10,right,42.92
135,7,10,earthshaker_aftershock,27.03
136,7,10,earthshaker_enchant_totem,10.09
137,7,10,earthshaker_fissure,12.76
138,7,10,left,5.92
139,7,11,earthshaker_aftershock,28.89
140,7,11,right,20.3
141,7,11,earthshaker_fissure,27.38
142,7,11,left,9.63
143,7,11,earthshaker_enchant_totem,10.21
144,7,11,earthshaker_echo_slam,1.16
145,7,12,earthshaker_echo_slam,92.69
146,7,12,earthshaker_fissure,1.97
147,7,12,earthshaker_enchant_totem,0.58
148,7,12,right,0.23
149,7,12,left,0.12
150,7,12,earthshaker_aftershock,0.12
151,7,13,earthshaker_fissure,69.37
152,7,13,earthshaker_aftershock,3.71
153,7,13,earthshaker_enchant_totem,13.57
154,7,13,left,2.55
155,7,13,right,2.55
156,7,13,earthshaker_echo_slam,1.28
157,7,13,special_bonus_attributes,0.23
158,7,14,earthshaker_fissure,71.69
159,7,14,earthshaker_aftershock,1.04
160,7,14,earthshaker_enchant_totem,14.04
161,7,14,right,1.51
162,7,14,left,2.2
163,7,14,earthshaker_echo_slam,0.23
164,7,14,special_bonus_attributes,0.35
165,7,15,left,60.32
166,7,15,right,9.74
167,7,15,earthshaker_fissure,12.3
168,7,15,earthshaker_enchant_totem,3.25
169,7,15,earthshaker_aftershock,0.23
170,7,16,earthshaker_fissure,48.49
171,7,16,left,13.11
172,7,16,earthshaker_enchant_totem,9.51
173,7,16,right,7.31
174,7,16,earthshaker_aftershock,1.28
175,7,16,earthshaker_echo_slam,0.58
176,7,16,special_bonus_attributes,0.46
177,7,17,earthshaker_echo_slam,68.1
178,7,17,left,0.46
179,7,17,earthshaker_fissure,0.12
180,7,17,special_bonus_attributes,0.35
181,7,17,right,0.12
182,7,18,left,33.29
183,7,18,right,17.29
184,7,18,earthshaker_echo_slam,0.46
185,7,19,left,11.72
186,7,19,right,5.22
187,7,19,special_bonus_attributes,0.23
188,7,20,left,4.99
189,7,20,right,0.46
190,7,21,right,2.2
191,7,21,special_bonus_attributes,0.23
192,7,22,left,0.12
193,7,22,right,0.93
194,7,22,special_bonus_attributes,0.12
195,7,22,earthshaker_fissure,0.12
196,7,23,left,0.23
197,7,23,earthshaker_fissure,0.23
198,7,23,right,0.23
199,7,24,earthshaker_fissure,0.23
200,7,25,right,0.12
201,7,25,left,0.12
202,114,1,monkey_king_boundless_strike,59.16
203,114,1,monkey_king_tree_dance,20.32
204,114,1,monkey_king_jingu_mastery,20.53
205,114,2,monkey_king_jingu_mastery,57.47
206,114,2,monkey_king_boundless_strike,34.63
207,114,2,monkey_king_tree_dance,7.89
208,114,3,monkey_king_boundless_strike,11.37
209,114,3,monkey_king_tree_dance,25.47
210,114,3,monkey_king_jingu_mastery,63.16
211,114,4,monkey_king_tree_dance,38.63
212,114,4,monkey_king_jingu_mastery,22.84
213,114,4,monkey_king_boundless_strike,38.53
214,114,5,monkey_king_boundless_strike,8.84
215,114,5,monkey_king_tree_dance,45.58
216,114,5,monkey_king_jingu_mastery,45.26
217,114,5,monkey_king_wukongs_command,0.32
218,114,6,monkey_king_tree_dance,36.53
219,114,6,monkey_king_boundless_strike,22.63
220,114,6,monkey_king_wukongs_command,27.68
221,114,6,monkey_king_jingu_mastery,13.16
222,114,7,monkey_king_boundless_strike,18.95
223,114,7,monkey_king_tree_dance,43.68
224,114,7,monkey_king_jingu_mastery,27.05
225,114,7,monkey_king_wukongs_command,10.21
226,114,8,monkey_king_tree_dance,21.16
227,114,8,monkey_king_boundless_strike,48.21
228,114,8,monkey_king_wukongs_command,16.42
229,114,8,monkey_king_jingu_mastery,14.0
230,114,9,monkey_king_tree_dance,18.32
231,114,9,monkey_king_boundless_strike,47.89
232,114,9,monkey_king_jingu_mastery,11.79
233,114,9,monkey_king_wukongs_command,21.37
234,114,10,right,18.53
235,114,10,monkey_king_jingu_mastery,10.42
236,114,10,monkey_king_boundless_strike,33.89
237,114,10,monkey_king_wukongs_command,12.53
238,114,10,monkey_king_tree_dance,16.84
239,114,10,left,6.11
240,114,10,special_bonus_attributes,0.21
241,114,11,monkey_king_wukongs_command,9.47
242,114,11,monkey_king_tree_dance,24.42
243,114,11,monkey_king_boundless_strike,24.74
244,114,11,right,5.79
245,114,11,left,14.0
246,114,11,monkey_king_jingu_mastery,17.47
247,114,11,special_bonus_attributes,1.26
248,114,12,monkey_king_wukongs_command,53.89
249,114,12,monkey_king_tree_dance,16.74
250,114,12,monkey_king_jingu_mastery,7.26
251,114,12,monkey_king_boundless_strike,12.11
252,114,12,special_bonus_attributes,0.95
253,114,12,right,3.05
254,114,12,left,1.26
255,114,13,monkey_king_jingu_mastery,26.84
256,114,13,monkey_king_boundless_strike,16.0
257,114,13,monkey_king_tree_dance,24.74
258,114,13,left,4.53
259,114,13,monkey_king_wukongs_command,10.11
260,114,13,right,6.42
261,114,13,special_bonus_attributes,4.0
262,114,14,monkey_king_jingu_mastery,29.05
263,114,14,monkey_king_boundless_strike,10.95
264,114,14,right,9.05
265,114,14,monkey_king_wukongs_command,9.05
266,114,14,monkey_king_tree_dance,21.05
267,114,14,special_bonus_attributes,4.0
268,114,14,left,6.21
269,114,15,monkey_king_jingu_mastery,4.21
270,114,15,right,43.58
271,114,15,left,29.89
272,114,15,monkey_king_boundless_strike,1.68
273,114,15,monkey_king_wukongs_command,2.0
274,114,15,monkey_king_tree_dance,2.95
275,114,15,special_bonus_attributes,0.21
276,114,16,right,10.53
277,114,16,left,13.58
278,114,16,monkey_king_jingu_mastery,14.95
279,114,16,monkey_king_boundless_strike,4.95
280,114,16,monkey_king_wukongs_command,18.74
281,114,16,monkey_king_tree_dance,11.68
282,114,16,special_bonus_attributes,4.0
283,114,17,monkey_king_wukongs_command,60.84
284,114,17,monkey_king_tree_dance,0.53
285,114,17,special_bonus_attributes,3.47
286,114,17,monkey_king_jingu_mastery,0.11
287,114,17,left,0.32
288,114,17,monkey_king_boundless_strike,0.11
289,114,17,right,0.11
290,114,18,left,44.63
291,114,18,monkey_king_wukongs_command,3.79
292,114,18,right,1.89
293,114,18,special_bonus_attributes,0.42
294,114,18,monkey_king_tree_dance,0.11
295,114,19,left,14.0
296,114,19,special_bonus_attributes,2.63
297,114,19,monkey_king_tree_dance,0.32
298,114,19,right,1.05
299,114,19,monkey_king_wukongs_command,0.21
300,114,20,left,5.26
301,114,20,right,2.74
302,114,20,monkey_king_tree_dance,0.11
303,114,20,special_bonus_attributes,0.42
304,114,21,right,1.37
305,114,21,monkey_king_wukongs_command,0.21
306,114,21,monkey_king_tree_dance,0.32
307,114,21,left,2.74
308,114,21,special_bonus_attributes,1.47
309,114,22,left,0.32
310,114,22,right,1.47
311,114,22,special_bonus_attributes,1.05
312,114,22,monkey_king_tree_dance,0.11
313,114,23,monkey_king_tree_dance,0.63
314,114,23,right,0.63
315,114,23,special_bonus_attributes,0.11
316,114,23,left,0.11
317,114,24,monkey_king_tree_dance,0.53
318,114,25,left,0.42
319,98,1,shredder_reactive_armor,2.4
320,98,1,shredder_whirling_death,83.58
321,98,1,shredder_timber_chain,14.01
322,98,2,shredder_whirling_death,13.93
323,98,2,shredder_reactive_armor,48.84
324,98,2,shredder_timber_chain,37.15
325,98,3,shredder_timber_chain,34.74
326,98,3,shredder_whirling_death,54.39
327,98,3,shredder_reactive_armor,10.78
328,98,4,shredder_timber_chain,63.76
329,98,4,shredder_whirling_death,25.62
330,98,4,shredder_reactive_armor,10.53
331,98,5,shredder_timber_chain,43.78
332,98,5,shredder_whirling_death,53.48
333,98,5,shredder_reactive_armor,2.4
334,98,5,shredder_chakram,0.17
335,98,6,shredder_chakram,99.5
336,98,6,shredder_whirling_death,0.08
337,98,6,shredder_timber_chain,0.08
338,98,7,shredder_timber_chain,54.31
339,98,7,shredder_whirling_death,43.95
340,98,7,shredder_reactive_armor,1.16
341,98,8,shredder_whirling_death,38.64
342,98,8,shredder_timber_chain,56.97
343,98,8,shredder_reactive_armor,3.48
344,98,9,shredder_whirling_death,45.85
345,98,9,shredder_timber_chain,50.33
346,98,9,shredder_reactive_armor,2.32
347,98,10,left,30.6
348,98,10,shredder_whirling_death,24.71
349,98,10,shredder_reactive_armor,11.77
350,98,10,shredder_timber_chain,29.68
351,98,10,right,0.83
352,98,10,special_bonus_attributes,0.08
353,98,11,shredder_whirling_death,10.03
354,98,11,left,38.31
355,98,11,shredder_reactive_armor,36.98
356,98,11,shredder_timber_chain,8.54
357,98,11,right,2.07
358,98,11,special_bonus_attributes,0.41
359,98,11,shredder_chakram,0.41
360,98,12,shredder_chakram,87.73
361,98,12,shredder_reactive_armor,6.47
362,98,12,special_bonus_attributes,0.25
363,98,12,left,0.58
364,98,12,shredder_timber_chain,0.33
365,98,12,shredder_whirling_death,0.33
366,98,13,shredder_reactive_armor,77.2
367,98,13,shredder_chakram,5.39
368,98,13,left,6.88
369,98,13,shredder_whirling_death,1.99
370,98,13,special_bonus_attributes,1.0
371,98,13,shredder_timber_chain,1.33
372,98,13,right,0.25
373,98,14,shredder_reactive_armor,83.67
374,98,14,shredder_chakram,1.08
375,98,14,left,2.74
376,98,14,right,1.08
377,98,14,special_bonus_attributes,1.08
378,98,14,shredder_whirling_death,0.66
379,98,14,shredder_timber_chain,0.75
380,98,15,right,68.16
381,98,15,left,5.39
382,98,15,shredder_reactive_armor,11.77
383,98,15,special_bonus_attributes,0.17
384,98,15,shredder_chakram,0.08
385,98,15,shredder_timber_chain,0.17
386,98,15,shredder_whirling_death,0.17
387,98,16,shredder_reactive_armor,57.63
388,98,16,right,14.76
389,98,16,shredder_chakram,0.66
390,98,16,left,5.72
391,98,16,shredder_timber_chain,0.25
392,98,16,special_bonus_attributes,1.24
393,98,16,shredder_whirling_death,0.25
394,98,17,shredder_chakram,64.1
395,98,17,shredder_reactive_armor,0.91
396,98,17,right,0.41
397,98,17,special_bonus_attributes,0.75
398,98,17,left,0.33
399,98,18,right,44.61
400,98,18,shredder_chakram,1.99
401,98,18,left,2.99
402,98,19,left,10.45
403,98,19,right,5.97
404,98,19,special_bonus_attributes,0.41
405,98,19,shredder_reactive_armor,0.33
406,98,20,right,6.38
407,98,20,left,1.0
408,98,21,left,3.32
409,98,21,right,0.58
410,98,21,shredder_reactive_armor,0.25
411,98,21,special_bonus_attributes,0.17
412,98,22,left,2.16
413,98,22,right,0.33
414,98,22,special_bonus_attributes,0.17
415,98,22,shredder_reactive_armor,0.17
416,98,23,right,1.16
417,98,23,left,0.66
418,98,23,shredder_reactive_armor,0.25
419,98,24,left,0.25
420,98,24,right,0.08
421,98,24,shredder_reactive_armor,0.08
422,98,25,right,0.17
423,45,1,pugna_nether_blast,97.84
424,45,1,pugna_nether_ward,0.39
425,45,1,pugna_decrepify,1.77
426,45,2,pugna_nether_ward,54.42
427,45,2,pugna_decrepify,38.9
428,45,2,pugna_nether_blast,6.68
429,45,3,pugna_nether_blast,93.32
430,45,3,pugna_decrepify,4.13
431,45,3,pugna_nether_ward,2.55
432,45,4,pugna_decrepify,61.49
433,45,4,pugna_nether_ward,35.76
434,45,4,pugna_nether_blast,2.75
435,45,5,pugna_nether_blast,96.86
436,45,5,pugna_decrepify,1.57
437,45,5,pugna_nether_ward,1.38
438,45,5,pugna_life_drain,0.2
439,45,6,pugna_life_drain,99.41
440,45,6,pugna_nether_blast,0.2
441,45,7,pugna_nether_blast,85.66
442,45,7,pugna_nether_ward,9.04
443,45,7,pugna_decrepify,4.52
444,45,8,pugna_nether_ward,37.72
445,45,8,pugna_decrepify,56.39
446,45,8,pugna_nether_blast,4.72
447,45,9,pugna_nether_ward,37.52
448,45,9,pugna_decrepify,57.37
449,45,9,pugna_nether_blast,2.36
450,45,10,pugna_nether_ward,32.22
451,45,10,pugna_decrepify,39.49
452,45,10,left,16.11
453,45,10,pugna_nether_blast,1.18
454,45,10,right,5.89
455,45,11,pugna_decrepify,22.4
456,45,11,pugna_nether_ward,43.61
457,45,11,left,18.47
458,45,11,right,4.13
459,45,11,pugna_life_drain,1.18
460,45,11,pugna_nether_blast,1.57
461,45,12,pugna_life_drain,85.27
462,45,12,pugna_nether_ward,1.38
463,45,12,pugna_decrepify,0.59
464,45,12,pugna_nether_blast,0.2
465,45,13,pugna_decrepify,30.26
466,45,13,pugna_nether_ward,42.83
467,45,13,pugna_nether_blast,0.98
468,45,13,left,5.11
469,45,13,right,0.98
470,45,13,pugna_life_drain,0.79
471,45,14,pugna_decrepify,28.68
472,45,14,pugna_nether_ward,37.13
473,45,14,left,5.5
474,45,14,pugna_nether_blast,0.39
475,45,14,right,0.59
476,45,15,left,48.13
477,45,15,right,4.72
478,45,15,pugna_decrepify,4.72
479,45,15,pugna_nether_ward,6.48
480,45,15,pugna_nether_blast,0.59
481,45,15,special_bonus_attributes,0.2
482,45,16,left,24.36
483,45,16,pugna_decrepify,13.16
484,45,16,pugna_nether_ward,11.0
485,45,16,pugna_nether_blast,2.36
486,45,16,right,3.54
487,45,16,pugna_life_drain,0.2
488,45,17,pugna_life_drain,40.08
489,45,17,left,0.2
490,45,18,right,14.34
491,45,18,left,8.45
492,45,19,right,2.75
493,45,19,left,2.36
494,45,20,right,0.98
495,45,20,left,0.2
496,45,21,right,0.2
497,45,22,left,0.2
498,45,23,left,0.2
499,74,1,invoker_quas,59.53
500,74,1,invoker_wex,27.63
501,74,1,invoker_exort,12.84
502,74,2,invoker_wex,58.24
503,74,2,invoker_quas,39.82
504,74,2,invoker_exort,1.94
505,74,3,invoker_quas,70.36
506,74,3,invoker_wex,18.98
507,74,3,invoker_exort,10.66
508,74,4,invoker_wex,71.24
509,74,4,invoker_quas,24.8
510,74,4,invoker_exort,3.96
511,74,5,invoker_quas,49.11
512,74,5,invoker_wex,39.5
513,74,5,invoker_exort,11.39
514,74,6,invoker_wex,50.73
515,74,6,invoker_quas,44.26
516,74,6,invoker_exort,5.01
517,74,7,invoker_quas,12.84
518,74,7,invoker_wex,72.21
519,74,7,invoker_exort,14.94
520,74,8,invoker_wex,16.16
521,74,8,invoker_quas,56.3
522,74,8,invoker_exort,27.54
523,74,9,invoker_exort,31.26
524,74,9,invoker_wex,60.66
525,74,9,invoker_quas,7.67
526,74,10,invoker_wex,20.19
527,74,10,invoker_exort,63.25
528,74,10,invoker_quas,15.43
529,74,10,right,0.4
530,74,11,invoker_wex,47.33
531,74,11,invoker_exort,47.74
532,74,11,invoker_quas,2.99
533,74,11,right,0.08
534,74,12,invoker_exort,69.47
535,74,12,invoker_quas,8.0
536,74,12,invoker_wex,18.74
537,74,12,right,0.16
538,74,13,invoker_wex,37.16
539,74,13,invoker_exort,53.23
540,74,13,invoker_quas,2.99
541,74,13,right,0.08
542,74,14,invoker_exort,66.07
543,74,14,invoker_wex,18.74
544,74,14,invoker_quas,4.52
545,74,14,right,0.16
546,74,15,invoker_exort,59.61
547,74,15,invoker_wex,16.32
548,74,15,right,1.78
549,74,15,left,1.78
550,74,15,invoker_quas,4.04
551,74,16,invoker_exort,52.18
552,74,16,invoker_wex,17.21
553,74,16,left,1.37
554,74,16,invoker_quas,3.07
555,74,16,right,1.53
556,74,17,invoker_exort,38.45
557,74,17,invoker_wex,22.37
558,74,17,left,1.62
559,74,17,right,2.5
560,74,17,invoker_quas,3.23
561,74,18,right,2.67
562,74,18,invoker_exort,25.77
563,74,18,invoker_wex,23.42
564,74,18,invoker_quas,5.57
565,74,18,left,1.78
566,74,19,invoker_exort,5.82
567,74,19,invoker_quas,21.32
568,74,19,right,9.61
569,74,19,left,6.46
570,74,19,invoker_wex,6.46
571,74,20,invoker_exort,0.97
572,74,20,invoker_quas,8.72
573,74,20,left,16.07
574,74,20,right,13.89
575,74,20,invoker_wex,1.29
576,74,21,invoker_quas,15.27
577,74,21,right,10.99
578,74,21,left,3.8
579,74,21,invoker_wex,1.45
580,74,21,invoker_exort,1.13
581,74,22,right,6.14
582,74,22,left,2.91
583,74,22,invoker_quas,13.97
584,74,22,invoker_exort,0.48
585,74,22,invoker_wex,0.24
586,74,23,right,4.6
587,74,23,invoker_quas,11.95
588,74,23,left,0.81
589,74,23,invoker_exort,0.08
590,74,24,invoker_quas,5.82
591,74,24,right,4.68
592,74,24,left,1.05
593,74,24,invoker_wex,0.16
594,74,25,right,3.55
595,74,25,left,3.88
596,74,25,invoker_quas,0.4
597,49,1,dragon_knight_breathe_fire,73.48
598,49,1,dragon_knight_dragon_blood,2.27
599,49,1,dragon_knight_dragon_tail,24.25
600,49,2,dragon_knight_dragon_tail,44.09
601,49,2,dragon_knight_breathe_fire,27.35
602,49,2,dragon_knight_dragon_blood,28.56
603,49,3,dragon_knight_breathe_fire,70.83
604,49,3,dragon_knight_dragon_tail,7.13
605,49,3,dragon_knight_dragon_blood,22.04
606,49,4,dragon_knight_dragon_tail,13.26
607,49,4,dragon_knight_dragon_blood,73.2
608,49,4,dragon_knight_breathe_fire,13.2
609,49,4,dragon_knight_elder_dragon_form,0.33
610,49,5,dragon_knight_breathe_fire,30.88
611,49,5,dragon_knight_dragon_blood,64.03
612,49,5,dragon_knight_dragon_tail,4.25
613,49,5,dragon_knight_elder_dragon_form,0.83
614,49,6,dragon_knight_elder_dragon_form,98.29
615,49,6,dragon_knight_dragon_blood,1.44
616,49,6,dragon_knight_dragon_tail,0.17
617,49,6,dragon_knight_breathe_fire,0.06
618,49,7,dragon_knight_breathe_fire,26.02
619,49,7,dragon_knight_dragon_blood,71.77
620,49,7,dragon_knight_dragon_tail,1.82
621,49,7,dragon_knight_elder_dragon_form,0.17
622,49,8,dragon_knight_dragon_blood,67.46
623,49,8,dragon_knight_breathe_fire,23.54
624,49,8,dragon_knight_dragon_tail,8.23
625,49,8,special_bonus_attributes,0.33
626,49,8,dragon_knight_elder_dragon_form,0.11
627,49,9,dragon_knight_dragon_blood,30.44
628,49,9,dragon_knight_breathe_fire,54.75
629,49,9,dragon_knight_dragon_tail,13.54
630,49,9,dragon_knight_elder_dragon_form,0.11
631,49,9,special_bonus_attributes,0.5
632,49,9,right,0.17
633,49,10,dragon_knight_dragon_blood,14.31
634,49,10,right,60.0
635,49,10,dragon_knight_breathe_fire,15.97
636,49,10,dragon_knight_dragon_tail,6.52
637,49,10,left,2.49
638,49,10,dragon_knight_elder_dragon_form,0.06
639,49,11,dragon_knight_dragon_blood,9.94
640,49,11,dragon_knight_breathe_fire,41.16
641,49,11,right,19.01
642,49,11,dragon_knight_dragon_tail,24.48
643,49,11,special_bonus_attributes,0.55
644,49,11,left,3.43
645,49,11,dragon_knight_elder_dragon_form,0.33
646,49,12,dragon_knight_elder_dragon_form,96.8
647,49,12,dragon_knight_dragon_tail,0.66
648,49,12,dragon_knight_breathe_fire,0.22
649,49,12,dragon_knight_dragon_blood,0.17
650,49,12,left,0.06
651,49,12,right,0.06
652,49,13,right,2.43
653,49,13,dragon_knight_dragon_tail,84.14
654,49,13,dragon_knight_dragon_blood,4.09
655,49,13,dragon_knight_breathe_fire,3.15
656,49,13,special_bonus_attributes,1.1
657,49,13,left,0.88
658,49,13,dragon_knight_elder_dragon_form,0.77
659,49,14,dragon_knight_dragon_tail,80.11
660,49,14,dragon_knight_dragon_blood,4.31
661,49,14,dragon_knight_breathe_fire,5.47
662,49,14,special_bonus_attributes,2.38
663,49,14,left,0.94
664,49,14,right,1.16
665,49,14,dragon_knight_elder_dragon_form,0.11
666,49,15,dragon_knight_dragon_tail,6.63
667,49,15,left,78.51
668,49,15,right,4.7
669,49,15,dragon_knight_dragon_blood,0.44
670,49,15,special_bonus_attributes,0.28
671,49,15,dragon_knight_breathe_fire,0.39
672,49,15,dragon_knight_elder_dragon_form,0.11
673,49,16,left,7.79
674,49,16,dragon_knight_dragon_tail,60.44
675,49,16,dragon_knight_dragon_blood,3.31
676,49,16,right,5.36
677,49,16,special_bonus_attributes,2.04
678,49,16,dragon_knight_breathe_fire,6.8
679,49,16,dragon_knight_elder_dragon_form,0.11
680,49,17,dragon_knight_elder_dragon_form,71.55
681,49,17,special_bonus_attributes,2.27
682,49,17,dragon_knight_breathe_fire,0.22
683,49,17,dragon_knight_dragon_tail,0.88
684,49,17,left,0.11
685,49,17,right,0.06
686,49,18,right,53.09
687,49,18,left,2.32
688,49,18,dragon_knight_elder_dragon_form,2.98
689,49,18,dragon_knight_dragon_tail,0.06
690,49,18,special_bonus_attributes,0.22
691,49,19,right,15.25
692,49,19,left,3.26
693,49,19,special_bonus_attributes,1.33
694,49,19,dragon_knight_dragon_tail,0.28
695,49,19,dragon_knight_elder_dragon_form,0.11
696,49,19,dragon_knight_breathe_fire,0.33
697,49,20,left,6.69
698,49,20,right,2.65
699,49,20,special_bonus_attributes,0.06
700,49,21,right,3.92
701,49,21,special_bonus_attributes,0.77
702,49,21,left,0.22
703,49,21,dragon_knight_dragon_tail,0.39
704,49,21,dragon_knight_breathe_fire,0.11
705,49,22,left,2.04
706,49,22,dragon_knight_dragon_tail,0.28
707,49,22,special_bonus_attributes,0.77
708,49,22,right,0.22
709,49,22,dragon_knight_breathe_fire,0.06
710,49,23,right,0.22
711,49,23,left,0.72
712,49,23,dragon_knight_breathe_fire,0.22
713,49,23,special_bonus_attributes,0.39
714,49,23,dragon_knight_dragon_tail,0.11
715,49,24,dragon_knight_breathe_fire,0.33
716,49,24,dragon_knight_dragon_tail,0.11
717,49,24,left,0.11
718,49,24,special_bonus_attributes,0.06
719,49,25,left,0.11
720,49,25,right,0.33
721,100,1,tusk_drinking_buddies,12.74
722,100,1,tusk_ice_shards,55.95
723,100,1,tusk_tag_team,28.64
724,100,1,tusk_snowball,2.67
725,100,2,tusk_ice_shards,37.01
726,100,2,tusk_drinking_buddies,25.55
727,100,2,tusk_snowball,19.96
728,100,2,tusk_tag_team,17.48
729,100,3,tusk_drinking_buddies,25.91
730,100,3,tusk_snowball,40.59
731,100,3,tusk_tag_team,24.94
732,100,3,tusk_ice_shards,8.56
733,100,4,tusk_snowball,42.23
734,100,4,tusk_drinking_buddies,25.97
735,100,4,tusk_tag_team,24.33
736,100,4,tusk_ice_shards,7.22
737,100,4,tusk_walrus_punch,0.12
738,100,5,tusk_drinking_buddies,43.63
739,100,5,tusk_tag_team,44.9
740,100,5,tusk_ice_shards,8.31
741,100,5,tusk_snowball,2.67
742,100,5,tusk_walrus_punch,0.36
743,100,6,tusk_walrus_punch,99.27
