hero_id,section,item,rate
106,mid,tiara_of_selemene,2.34
106,mid,octarine_core,2.03
106,mid,broadsword,3.97
106,mid,blade_mail,2.95
106,mid,greater_famango,1.12
106,mid,eternal_shroud,0.41
106,mid,reaver,0.1
106,mid,flask,0.51
106,mid,ward_observer,7.83
106,mid,orb_of_venom,0.31
106,mid,orb_of_corrosion,0.61
106,mid,revenants_brooch,0.1
106,mid,chainmail,4.27
106,mid,phase_boots,1.93
106,mid,sange_and_yasha,0.61
106,mid,cornucopia,1.42
106,mid,bfury,1.63
106,mid,orchid,0.61
106,mid,lotus_orb,0.31
106,mid,meteor_hammer,0.51
106,mid,infused_raindrop,0.71
106,mid,hand_of_midas,0.41
106,mid,quelling_blade,0.81
106,mid,blink,1.22
106,mid,null_talisman,0.71
106,mid,falcon_blade,0.2
106,mid,gauntlets,0.41
106,mid,bracer,0.41
106,mid,force_staff,0.41
106,mid,witch_blade,0.2
106,mid,echo_sabre,0.1
106,mid,harpoon,0.1
106,mid,buckler,0.51
106,mid,ring_of_basilius,0.2
106,mid,arcane_boots,0.1
106,mid,circlet,0.61
106,mid,ring_of_regen,0.41
106,mid,headdress,0.31
106,mid,mekansm,0.2
106,mid,pavise,0.1
106,mid,solar_crest,0.1
106,mid,guardian_greaves,0.2
106,mid,blood_grenade,0.41
106,mid,enchanted_mango,1.73
106,mid,yasha_and_kaya,0.1
106,mid,ghost,0.2
106,mid,power_treads,0.1
106,mid,mystic_staff,0.1
106,mid,devastator,0.1
106,mid,rapier,0.31
106,mid,lifesteal,0.2
106,mid,mask_of_madness,0.1
106,mid,tranquil_boots,0.1
106,mid,dragon_lance,0.1
106,mid,hurricane_pike,0.1
106,mid,ring_of_tarrasque,0.1
106,mid,pipe,0.1
106,mid,bottle,0.1
106,mid,nullifier,0.31
106,mid,diffusal_blade,0.1
106,mid,eagle,0.1
106,mid,disperser,0.1
106,mid,tango,0.2
106,mid,hyperstone,0.31
106,mid,mjollnir,0.2
106,mid,heavens_halberd,0.2
106,mid,dagon,0.1
106,mid,dagon_2,0.1
106,mid,assault,0.1
106,late,tpscroll,41.4
106,late,vitality_booster,5.7
106,late,energy_booster,3.56
106,late,soul_booster,3.26
106,late,point_booster,8.75
106,late,octarine_core,2.85
106,late,tiara_of_selemene,4.88
106,late,rod_of_atos,2.34
106,late,gungir,2.24
106,late,mithril_hammer,5.8
106,late,black_king_bar,3.66
106,late,helm_of_iron_will,4.37
106,late,crown,3.97
106,late,veil_of_discord,3.76
106,late,platemail,3.76
106,late,shivas_guard,4.27
106,late,aghanims_shard,5.7
106,late,cloak,0.1
106,late,ogre_axe,10.27
106,late,eternal_shroud,0.1
106,late,hyperstone,0.2
106,late,mjollnir,0.1
106,late,staff_of_wizardry,9.66
106,late,blade_of_alacrity,6.61
106,late,ultimate_scepter,6.31
106,late,boots,1.53
106,late,cornucopia,1.32
106,late,ring_of_tarrasque,1.22
106,late,refresher,1.12
106,late,ring_of_health,1.93
106,late,pers,1.83
106,late,void_stone,2.64
106,late,sphere,1.93
106,late,dust,2.85
106,late,ultimate_orb,1.83
106,late,gem,0.2
106,late,great_famango,3.15
106,late,relic,1.22
106,late,talisman_of_evasion,0.2
106,late,branches,3.87
106,late,ward_observer,1.02
106,late,claymore,0.81
106,late,blades_of_attack,0.81
106,late,lesser_crit,0.71
106,late,mystic_staff,1.63
106,late,sheepstick,1.02
106,late,ward_sentry,1.22
106,late,clarity,3.56
106,late,diadem,0.1
106,late,manta,0.1
106,late,eagle,0.1
106,late,swift_blink,0.1
106,late,kaya,0.71
106,late,kaya_and_sange,0.41
106,late,flask,1.22
106,late,ultimate_scepter_2,1.22
106,late,robe,0.81
106,late,smoke_of_deceit,0.31
106,late,greater_crit,0.92
106,late,demon_edge,1.12
106,late,circlet,0.2
106,late,gauntlets,0.1
106,late,bracer,0.1
106,late,greater_famango,0.81
106,late,enchanted_mango,0.92
106,late,radiance,0.1
106,late,voodoo_mask,0.2
106,late,bloodstone,0.1
106,late,aeon_disk,0.1
106,late,blink,0.2
106,late,ring_of_protection,0.2
106,late,fluffy_hat,0.1
106,late,wind_lace,0.81
106,late,pavise,0.1
106,late,solar_crest,0.1
106,late,desolator,0.51
106,late,boots_of_elves,0.2
106,late,yasha,0.2
106,late,yasha_and_kaya,0.2
106,late,devastator,0.1
106,late,aether_lens,0.1
106,late,nullifier,0.51
106,late,gloves,0.81
106,late,armlet,0.1
106,late,skadi,0.1
106,late,rapier,0.31
106,late,slippers,0.1
106,late,wraith_band,0.1
106,late,belt_of_strength,0.71
106,late,ancient_janggo,0.1
106,late,ring_of_regen,0.2
106,late,tranquil_boots,0.1
106,late,boots_of_bearing,0.1
106,late,cyclone,0.61
106,late,wind_waker,0.41
106,late,headdress,0.1
106,late,pipe,0.1
106,late,basher,0.31
106,late,javelin,0.81
106,late,maelstrom,0.71
106,late,blight_stone,0.31
106,late,blitz_knuckles,0.1
106,late,sobi_mask,0.1
106,late,oblivion_staff,0.1
106,late,orchid,0.1
106,late,meteor_hammer,0.1
106,late,sange,0.31
106,late,broadsword,0.31
106,late,bfury,0.1
106,late,chainmail,0.2
106,late,blade_mail,0.2
106,late,travel_boots,0.31
106,late,travel_boots_2,0.1
106,late,bottle,0.2
106,late,buckler,0.1
106,late,assault,0.1
7,starting,clarity,14.04
7,starting,boots,15.89
7,starting,tango,85.5
7,starting,blood_grenade,14.04
7,starting,ring_of_basilius,1.62
7,starting,ward_observer,63.11
7,starting,faerie_fire,32.6
7,starting,branches,76.45
7,starting,quelling_blade,41.07
7,starting,ward_sentry,7.31
7,starting,magic_stick,8.82
7,starting,wind_lace,2.44
7,starting,circlet,13.92
7,starting,gauntlets,18.79
7,starting,enchanted_mango,3.83
7,starting,mantle,0.58
7,starting,magic_wand,1.16
7,starting,sobi_mask,1.62
7,starting,ring_of_protection,0.12
7,starting,flask,0.12
7,starting,bracer,0.93
7,starting,smoke_of_deceit,0.58
7,starting,bottle,0.12
7,early,sobi_mask,25.52
7,early,ring_of_basilius,25.64
7,early,arcane_boots,26.45
7,early,ward_observer,82.95
7,early,magic_stick,63.23
7,early,flask,8.0
7,early,tpscroll,54.52
7,early,ward_sentry,67.87
7,early,boots,84.8
7,early,bottle,57.54
7,early,magic_wand,53.71
7,early,gloves,55.8
7,early,power_treads,52.2
7,early,belt_of_strength,54.06
7,early,infused_raindrop,13.92
7,early,blink,53.83
7,early,clarity,73.9
7,early,tango,21.58
7,early,smoke_of_deceit,19.72
7,early,wind_lace,18.79
7,early,blades_of_attack,10.79
7,early,chainmail,10.79
7,early,phase_boots,10.32
7,early,blood_grenade,15.78
7,early,bracer,17.87
7,early,point_booster,7.08
7,early,enchanted_mango,9.74
7,early,gauntlets,9.16
7,early,ring_of_protection,3.94
7,early,soul_ring,3.94
7,early,circlet,8.0
7,early,quelling_blade,1.16
7,early,ogre_axe,14.39
7,early,branches,14.85
7,early,dust,3.13
7,early,staff_of_wizardry,4.76
7,early,null_talisman,3.36
7,early,mantle,3.02
7,early,great_famango,0.81
7,early,faerie_fire,0.81
7,early,boots_of_elves,0.12
7,early,blade_of_alacrity,1.97
7,early,ring_of_regen,0.35
7,early,tranquil_boots,0.23
7,early,tiara_of_selemene,0.12
7,early,broadsword,0.12
7,early,ultimate_scepter,0.81
7,early,void_stone,0.12
7,mid,blink,44.78
7,mid,branches,9.74
7,mid,smoke_of_deceit,60.67
7,mid,dust,25.75
7,mid,magic_wand,11.02
7,mid,aghanims_shard,48.96
7,mid,cornucopia,6.15
7,mid,ring_of_tarrasque,5.92
7,mid,tiara_of_selemene,32.83
7,mid,refresher,4.99
7,mid,enchanted_mango,6.26
7,mid,ward_observer,74.94
7,mid,ward_sentry,110.9
7,mid,tpscroll,180.51
7,mid,staff_of_wizardry,86.77
7,mid,void_stone,15.78
7,mid,wind_lace,10.67
7,mid,cyclone,11.72
7,mid,ring_of_regen,0.7
7,mid,headdress,0.7
7,mid,chainmail,1.39
7,mid,mekansm,0.46
7,mid,ring_of_protection,0.93
7,mid,buckler,0.46
7,mid,guardian_greaves,0.12
7,mid,ogre_axe,99.19
7,mid,blade_of_alacrity,67.29
7,mid,point_booster,90.02
7,mid,ultimate_scepter,65.66
7,mid,mithril_hammer,39.21
7,mid,clarity,58.35
7,mid,black_king_bar,35.85
7,mid,claymore,14.15
7,mid,blades_of_attack,14.04
7,mid,lesser_crit,13.23
7,mid,tango,0.12
7,mid,fluffy_hat,6.5
7,mid,force_staff,5.57
7,mid,vitality_booster,28.89
7,mid,energy_booster,30.51
7,mid,soul_booster,27.38
7,mid,octarine_core,23.78
7,mid,great_famango,12.3
7,mid,mystic_staff,1.39
7,mid,phase_boots,0.81
7,mid,wind_waker,0.81
7,mid,heart,0.12
7,mid,reaver,1.16
7,mid,demon_edge,8.12
7,mid,greater_crit,5.92
7,mid,blitz_knuckles,5.68
7,mid,lifesteal,0.35
7,mid,satanic,0.35
7,mid,shadow_amulet,5.8
7,mid,cloak,1.04
7,mid,aether_lens,1.62
7,mid,ring_of_health,1.74
7,mid,pers,1.51
7,mid,platemail,1.28
7,mid,gem,1.04
7,mid,ring_of_basilius,1.28
7,mid,arcane_boots,1.97
7,mid,ghost,1.28
7,mid,flask,2.44
7,mid,boots,0.58
7,mid,broadsword,5.45
7,mid,invis_sword,4.99
7,mid,sobi_mask,1.04
7,mid,blood_grenade,2.2
7,mid,magic_stick,4.76
7,mid,robe,3.13
7,mid,kaya,3.02
7,mid,silver_edge,1.04
7,mid,infused_raindrop,1.62
7,mid,circlet,2.32
7,mid,gauntlets,2.32
7,mid,bracer,1.86
7,mid,greater_famango,1.16
7,mid,gloves,3.94
7,mid,belt_of_strength,5.1
7,mid,power_treads,4.76
7,mid,voodoo_mask,0.46
7,mid,bloodstone,0.23
7,mid,boots_of_elves,1.62
7,mid,yasha,1.51
7,mid,yasha_and_kaya,1.04
7,mid,helm_of_iron_will,1.16
7,mid,relic,0.23
7,mid,nullifier,0.23
7,mid,soul_ring,0.46
7,mid,sange,1.28
7,mid,sange_and_yasha,0.35
7,mid,ultimate_orb,1.04
7,mid,sphere,0.93
7,mid,lotus_orb,0.35
7,mid,crown,1.04
7,mid,veil_of_discord,0.93
7,mid,faerie_fire,0.23
7,mid,glimmer_cape,0.7
7,mid,hand_of_midas,0.93
7,mid,quelling_blade,0.23
7,mid,blade_mail,0.35
7,mid,heavens_halberd,0.23
7,mid,talisman_of_evasion,0.23
7,mid,pipe,0.12
7,mid,mantle,1.39
7,mid,null_talisman,0.7
7,mid,kaya_and_sange,0.58
7,mid,javelin,0.12
7,mid,monkey_king_bar,0.12
7,mid,blight_stone,0.12
7,mid,desolator,0.12
7,mid,ultimate_scepter_2,0.23
7,mid,diadem,0.12
7,mid,dagon,0.12
7,mid,dagon_2,0.12
7,mid,dagon_3,0.12
7,mid,arcane_blink,0.12
7,mid,overwhelming_blink,0.12
7,mid,hyperstone,0.12
7,mid,assault,0.12
7,mid,shivas_guard,0.23
7,mid,oblivion_staff,0.12
7,mid,orchid,0.12
7,late,tiara_of_selemene,9.63
7,late,sheepstick,0.46
7,late,shadow_amulet,1.97
7,late,clarity,1.74
7,late,aghanims_shard,2.67
7,late,dust,2.78
7,late,tpscroll,18.79
7,late,blitz_knuckles,1.74
7,late,invis_sword,1.39
7,late,broadsword,1.51
7,late,ward_sentry,5.1
7,late,ward_observer,4.29
7,late,great_famango,2.2
7,late,boots,1.39
7,late,vitality_booster,4.29
7,late,energy_booster,4.41
7,late,soul_booster,3.94
7,late,point_booster,4.29
7,late,octarine_core,4.76
7,late,demon_edge,1.86
7,late,greater_crit,1.74
7,late,claymore,1.39
7,late,blades_of_attack,1.16
7,late,lesser_crit,1.16
7,late,ultimate_scepter_2,1.28
7,late,helm_of_iron_will,0.7
7,late,crown,0.35
7,late,veil_of_discord,0.35
7,late,shivas_guard,0.7
7,late,platemail,0.46
7,late,smoke_of_deceit,4.06
7,late,refresher,5.45
7,late,ring_of_tarrasque,5.92
7,late,reaver,1.16
7,late,heart,0.23
7,late,overwhelming_blink,0.93
7,late,sobi_mask,0.23
7,late,oblivion_staff,0.23
7,late,robe,0.7
7,late,chainmail,0.35
7,late,witch_blade,0.23
7,late,greater_famango,0.7
7,late,cornucopia,5.45
7,late,flask,0.58
7,late,ogre_axe,1.39
7,late,mithril_hammer,0.93
7,late,black_king_bar,1.04
7,late,staff_of_wizardry,2.2
7,late,kaya,0.46
7,late,gem,0.7
7,late,fluffy_hat,0.58
7,late,force_staff,0.46
7,late,silver_edge,0.23
7,late,blade_of_alacrity,0.93
7,late,boots_of_elves,0.58
7,late,yasha,0.58
7,late,belt_of_strength,0.23
7,late,sange,0.23
7,late,sange_and_yasha,0.23
7,late,ghost,0.35
7,late,ring_of_health,0.7
7,late,pers,0.7
7,late,void_stone,2.09
7,late,sphere,0.7
7,late,ultimate_orb,0.58
7,late,cyclone,0.93
7,late,wind_waker,1.16
7,late,mystic_staff,1.39
7,late,wind_lace,0.81
7,late,yasha_and_kaya,0.35
7,late,nullifier,0.35
7,late,relic,0.46
7,late,enchanted_mango,0.81
7,late,cloak,0.12
7,late,glimmer_cape,0.12
7,late,voodoo_mask,0.23
7,late,bloodstone,0.12
7,late,ultimate_scepter,0.35
7,late,aether_lens,0.23
7,late,diadem,0.23
7,late,dagon,0.12
7,late,bottle,0.23
7,late,kaya_and_sange,0.12
7,late,ring_of_regen,0.12
7,late,headdress,0.12
7,late,mekansm,0.12
7,late,ring_of_protection,0.12
7,late,buckler,0.12
7,late,rapier,0.12
7,late,aeon_disk,0.12
7,late,lifesteal,0.12
7,late,echo_sabre,0.12
7,late,harpoon,0.12
7,late,circlet,0.23
7,late,mantle,0.23
7,late,null_talisman,0.23
7,late,travel_boots,0.58
7,late,travel_boots_2,0.12
114,starting,circlet,80.84
114,starting,slippers,64.32
114,starting,quelling_blade,48.84
114,starting,tango,69.05
114,starting,branches,94.53
114,starting,magic_stick,27.68
114,starting,orb_of_venom,10.32
114,starting,faerie_fire,18.11
114,starting,blood_grenade,12.0
114,starting,smoke_of_deceit,0.42
114,starting,ward_sentry,3.68
114,starting,enchanted_mango,0.84
114,starting,ward_observer,43.89
114,starting,clarity,0.84
114,starting,flask,1.47
114,starting,sobi_mask,0.21
114,starting,boots_of_elves,0.11
114,starting,boots,1.79
114,starting,ring_of_protection,0.32
114,starting,wind_lace,0.32
114,starting,magic_wand,0.74
114,starting,gloves,0.21
114,starting,wraith_band,0.42
114,starting,blight_stone,0.11
114,starting,tpscroll,0.11
114,starting,gauntlets,0.11
114,early,orb_of_venom,46.84
114,early,gloves,159.89
114,early,ring_of_protection,43.37
114,early,orb_of_corrosion,41.16
114,early,boots,94.32
114,early,ward_observer,57.58
114,early,chainmail,13.58
114,early,blades_of_attack,13.47
114,early,phase_boots,12.95
114,early,magic_stick,48.53
114,early,magic_wand,60.84
114,early,boots_of_elves,73.16
114,early,power_treads,73.68
114,early,relic,0.11
114,early,ward_sentry,44.74
114,early,blood_grenade,15.79
114,early,claymore,5.79
114,early,blade_of_alacrity,12.21
114,early,robe,12.63
114,early,diffusal_blade,3.58
114,early,branches,33.37
114,early,hand_of_midas,0.74
114,early,flask,10.95
114,early,infused_raindrop,12.42
114,early,belt_of_strength,2.84
114,early,wraith_band,108.21
114,early,circlet,23.79
114,early,slippers,43.89
114,early,smoke_of_deceit,6.84
114,early,tango,47.26
114,early,clarity,43.58
114,early,tpscroll,48.0
114,early,wind_lace,6.21
114,early,ring_of_regen,2.95
114,early,tranquil_boots,2.84
114,early,mithril_hammer,17.58
114,early,ogre_axe,5.47
114,early,void_stone,5.58
114,early,broadsword,10.42
114,early,quelling_blade,1.79
114,early,mantle,1.58
114,early,null_talisman,1.47
114,early,fluffy_hat,1.58
114,early,sobi_mask,6.74
114,early,javelin,34.21
114,early,dust,6.84
114,early,cornucopia,7.58
114,early,enchanted_mango,2.42
114,early,great_famango,0.84
114,early,bfury,1.05
114,early,urn_of_shadows,1.05
114,early,blight_stone,0.95
114,early,maelstrom,8.11
114,early,blitz_knuckles,4.84
114,early,vitality_booster,1.79
114,early,staff_of_wizardry,2.21
114,early,rod_of_atos,1.05
114,early,crown,0.32
114,early,kaya,0.11
114,early,meteor_hammer,0.11
114,early,faerie_fire,0.95
114,early,headdress,0.11
114,early,gauntlets,1.37
114,early,bracer,1.47
114,early,oblivion_staff,2.42
114,early,ancient_janggo,0.21
114,early,ring_of_basilius,0.32
114,early,arcane_boots,0.11
114,early,echo_sabre,1.89
114,early,cloak,1.05
114,early,bottle,0.32
114,early,ghost,0.11
114,early,blink,0.11
114,early,pavise,0.21
114,early,energy_booster,0.21
114,early,desolator,0.11
114,early,mage_slayer,0.11
114,early,yasha,0.21
114,early,diadem,0.11
114,mid,mithril_hammer,116.11
114,mid,javelin,28.74
114,mid,maelstrom,48.84
114,mid,dust,24.21
114,mid,tpscroll,151.16
114,mid,ogre_axe,88.42
114,mid,black_king_bar,49.16
114,mid,staff_of_wizardry,64.63
114,mid,rod_of_atos,48.32
114,mid,vitality_booster,50.42
114,mid,gungir,46.63
114,mid,ultimate_orb,10.63
114,mid,point_booster,20.74
114,mid,skadi,7.37
114,mid,radiance,2.53
114,mid,talisman_of_evasion,5.89
114,mid,blade_of_alacrity,38.53
114,mid,clarity,61.58
114,mid,great_famango,22.42
114,mid,boots_of_elves,20.53
114,mid,yasha,19.47
114,mid,diadem,10.74
114,mid,manta,6.11
114,mid,ultimate_scepter,11.79
114,mid,eagle,6.0
114,mid,claymore,14.32
114,mid,butterfly,2.42
114,mid,reaver,0.32
114,mid,lifesteal,1.58
114,mid,satanic,0.32
114,mid,quelling_blade,0.53
114,mid,broadsword,13.37
114,mid,cornucopia,8.95
114,mid,bfury,8.42
114,mid,magic_wand,8.32
114,mid,void_stone,9.89
114,mid,flask,2.74
114,mid,echo_sabre,9.68
114,mid,gloves,21.68
114,mid,boots,1.58
114,mid,ward_observer,43.05
114,mid,ward_sentry,56.95
114,mid,blood_grenade,4.0
114,mid,aghanims_shard,46.84
114,mid,wind_lace,4.74
114,mid,tranquil_boots,1.16
114,mid,ring_of_regen,1.89
114,mid,headdress,0.74
114,mid,cloak,5.47
114,mid,ring_of_tarrasque,0.95
114,mid,pipe,0.74
114,mid,faerie_fire,0.63
114,mid,cyclone,2.0
114,mid,ring_of_protection,4.74
114,mid,fluffy_hat,1.58
114,mid,energy_booster,1.26
114,mid,pavise,0.95
114,mid,crown,1.05
114,mid,solar_crest,0.95
114,mid,buckler,1.58
114,mid,sobi_mask,9.05
114,mid,ring_of_basilius,0.95
114,mid,vladmir,0.84
114,mid,blades_of_attack,8.84
114,mid,power_treads,1.89
114,mid,magic_stick,2.53
114,mid,branches,5.37
114,mid,lesser_crit,6.74
114,mid,demon_edge,7.89
114,mid,greater_crit,3.05
114,mid,relic,7.37
114,mid,blight_stone,7.05
114,mid,desolator,7.05
114,mid,belt_of_strength,19.47
114,mid,sange,11.79
114,mid,sange_and_yasha,11.26
114,mid,basher,5.47
114,mid,smoke_of_deceit,12.95
114,mid,urn_of_shadows,0.42
114,mid,spirit_vessel,1.16
114,mid,infused_raindrop,2.21
114,mid,robe,17.89
114,mid,ancient_janggo,0.84
114,mid,circlet,2.21
114,mid,slippers,2.0
114,mid,wraith_band,2.53
114,mid,blitz_knuckles,14.53
114,mid,shadow_amulet,2.74
114,mid,invis_sword,2.32
114,mid,silver_edge,1.37
114,mid,helm_of_iron_will,6.0
114,mid,nullifier,4.32
114,mid,oblivion_staff,10.53
114,mid,orchid,7.05
114,mid,diffusal_blade,12.42
114,mid,harpoon,3.79
114,mid,ultimate_scepter_2,0.11
114,mid,ring_of_health,2.11
114,mid,vanguard,0.42
114,mid,enchanted_mango,3.05
114,mid,crimson_guard,0.21
114,mid,pers,1.47
114,mid,sphere,0.84
114,mid,null_talisman,0.42
114,mid,gem,0.74
114,mid,mage_slayer,4.84
114,mid,chainmail,0.95
114,mid,phase_boots,1.37
114,mid,hyperstone,4.53
114,mid,mjollnir,2.63
114,mid,hand_of_midas,0.84
114,mid,greater_famango,3.16
114,mid,force_staff,0.21
114,mid,monkey_king_bar,2.42
114,mid,mystic_staff,0.11
114,mid,wind_waker,0.11
114,mid,orb_of_corrosion,2.21
114,mid,disperser,1.89
114,mid,ghost,0.21
114,mid,gauntlets,1.05
114,mid,glimmer_cape,0.32
114,mid,mantle,0.95
114,mid,rapier,0.11
114,mid,tango,0.32
114,mid,orb_of_venom,0.84
114,mid,platemail,0.95
114,mid,bloodthorn,0.84
114,mid,assault,0.32
114,mid,eternal_shroud,0.11
114,mid,kaya,0.21
114,mid,meteor_hammer,0.11
114,mid,bracer,0.95
114,mid,voodoo_mask,0.11
114,mid,dagon,0.11
114,mid,yasha_and_kaya,0.11
114,mid,mask_of_madness,0.11
114,mid,arcane_boots,0.11
114,mid,abyssal_blade,0.21
114,mid,aeon_disk,0.11
114,mid,boots_of_bearing,0.11
114,late,ring_of_protection,0.32
114,late,buckler,0.32
114,late,sobi_mask,0.42
114,late,ring_of_basilius,0.11
114,late,lifesteal,0.42
114,late,vladmir,0.11
114,late,blades_of_attack,3.58
114,late,smoke_of_deceit,1.58
114,late,ward_observer,2.32
114,late,ward_sentry,3.58
114,late,butterfly,1.47
114,late,eagle,2.42
114,late,disperser,1.47
114,late,great_famango,4.0
114,late,clarity,1.79
114,late,gem,0.11
114,late,dust,4.32
114,late,tpscroll,18.42
114,late,ogre_axe,4.11
114,late,mithril_hammer,6.63
114,late,black_king_bar,2.21
114,late,belt_of_strength,5.47
114,late,basher,4.11
114,late,desolator,0.21
114,late,blight_stone,0.21
114,late,javelin,3.47
114,late,maelstrom,0.42
114,late,gloves,0.42
114,late,staff_of_wizardry,2.53
114,late,vitality_booster,2.84
114,late,rod_of_atos,0.63
114,late,gungir,0.63
114,late,point_booster,6.0
114,late,skadi,4.11
114,late,claymore,5.26
114,late,lesser_crit,3.47
114,late,demon_edge,5.79
114,late,greater_crit,3.26
114,late,ultimate_orb,4.74
114,late,bloodthorn,0.53
114,late,hyperstone,1.68
114,late,helm_of_iron_will,2.21
114,late,relic,3.05
114,late,nullifier,2.84
114,late,blitz_knuckles,2.95
114,late,monkey_king_bar,2.32
114,late,greater_famango,1.37
114,late,blade_of_alacrity,3.16
114,late,ultimate_scepter,2.32
114,late,cornucopia,3.05
114,late,ring_of_tarrasque,2.63
114,late,refresher,2.53
114,late,tiara_of_selemene,2.63
114,late,robe,0.95
114,late,diffusal_blade,0.63
114,late,talisman_of_evasion,1.05
114,late,vanguard,2.42
114,late,ring_of_health,3.79
114,late,abyssal_blade,2.42
114,late,aghanims_shard,1.47
114,late,pers,1.37
114,late,void_stone,1.37
114,late,sphere,1.47
114,late,ultimate_scepter_2,0.63
114,late,boots,0.32
